,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,
0,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
10,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
20,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
30,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
40,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
50,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
60,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
70,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
80,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
90,0.0,0.03489949670250097,0.0697564737441253,0.10452846326765346,0.13917310096006544,0.17364817766693033,0.20791169081775931,0.24192189559966773,0.27563735581699916,0.3090169943749474,0.3420201433256687,0.374606593415912,0.40673664307580015,0.4383711467890774,0.4694715627858908,0.49999999999999994,0.5299192642332049,0.5591929034707469,0.5877852522924731,0.6156614753256582,0.6427876096865393,0.6691306063588582,0.6946583704589973,0.7193398003386511,0.7431448254773941,0.766044443118978,0.788010753606722,0.8090169943749475,0.8290375725550417,0.8480480961564261,0.8660254037844386,0.8829475928589269,0.898794046299167,0.9135454576426009,0.9271838545667874,0.9396926207859083,0.9510565162951535,0.9612616959383189,0.9702957262759965,0.9781476007338056,0.984807753012208,0.9902680687415703,0.9945218953682733,0.9975640502598242,0.9993908270190958,1.0,0.9993908270190958,0.9975640502598242,0.9945218953682734,0.9902680687415704,0.984807753012208,0.9781476007338057,0.9702957262759965,0.9612616959383189,0.9510565162951536,0.9396926207859084,0.9271838545667874,0.913545457642601,0.8987940462991669,0.8829475928589271,0.8660254037844387,0.8480480961564261,0.8290375725550417,0.8090169943749475,0.788010753606722,0.766044443118978,0.7431448254773942,0.7193398003386514,0.6946583704589971,0.6691306063588583,0.6427876096865395,0.6156614753256584,0.5877852522924732,0.5591929034707469,0.5299192642332049,0.49999999999999994,0.4694715627858911,0.4383711467890773,0.40673664307580043,0.37460659341591224,0.3420201433256689,0.3090169943749475,0.27563735581699966,0.24192189559966773,0.20791169081775931,0.17364817766693028,0.13917310096006574,0.10452846326765373,0.06975647374412552,0.0348994967025007,1.2246467991473532e-16,
