,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,
0,0.03083079654097561,0.028002283096849344,0.025315195324929443,0.027295154735817857,0.027012303391405215,0.02093099948653385,0.015698249614900406,0.01371829020401207,0.015839675287106687,0.009051243021203833,0.010041222726647961,0.003959918821776672,0.003959918821776672,0.00042427701661892355,0.005232749871633443,0.0048084728550145195,0.006647006593696573,0.008061263315759548,0.003818493149570312,0.0,0.0033942161329513884,0.0077784119713469844,0.006222729577077492,0.00593987823266493,0.008202688987966065,0.008768391676791191,0.006929857938109451,0.0014142567220629737,0.0008485540332378471,0.0032527904607450283,0.005232749871633443,0.004949898527220722,0.007212709282521857,0.005515601216046163,0.009616945710029037,0.010606925415473246,0.0012728310498569277,0.0035356418051577486,0.0008485540332378471,0.0001414256722063602,3.1401849173675503e-16,0.0025456620997135414,0.0005657026888251267,0.0065055809214903705,0.008061263315759704,0.008768391676791191,0.0016971080664756942,0.0009899797054445214,0.0005657026888251267,0.0012728310498566137,0.0022628107553008207,0.006929857938109451,0.005374175543839803,0.00042427701661908055,0.0007071283610318009,0.00042427701661908055,0.0005657026888251267,0.00042427701661876656,0.0007071283610318009,0.0011314053776505673,0.0005657026888251267,0.002404236427507495,0.0022628107553011347,0.004525621510601642,0.004949898527220722,0.009758371382235398,0.014991121253869154,0.01909246574785203,0.021779553519771618,0.024183789947278798,0.027860857424642907,0.02121385083094649,0.017819634697995104,0.01852676305902659,0.020506722469915004,0.018951040075645357,0.013011161842980425,0.011314053776504733,0.0077784119713469844,0.013435438859599193,0.013576864531805866,0.009475520037822678,0.011172628104298529,0.014001141548424634,0.022769533225215823,0.01994101978108972,0.015981100959313047,0.009616945710029039,0.009899797054441759,0.012445459154155143,0.013859715876218431,
10,0.01117262810429845,0.015556823942694125,0.014708269909456199,0.008768391676791191,0.0026870877719199016,0.005232749871633521,0.00622272957707765,0.009334094365616474,0.009334094365616474,7.850462293418876e-17,0.0038184931495703904,0.0009899797054442072,0.007354134954728139,0.0018385337386819759,0.005798452560458727,0.008485540332378628,0.0056570268882523665,0.0012728310498567707,0.0018385337386820544,0.010182648398854322,0.004384195838395596,0.0036770674773641088,0.0024042364275073383,0.00608130390487129,0.011314053776504733,0.006788432265903091,0.0008485540332378471,0.009758371382235398,0.009475520037822678,0.002404236427507181,0.0048084728550146765,0.001555682394269334,0.00608130390487129,0.0031113647885389817,0.01018264839885448,0.00622272957707765,0.0007071283610314868,0.010324074071060526,0.010324074071060839,0.004242770166189235,0.010606925415472932,0.008909817348997552,0.009899797054441759,0.00862696600458483,0.006647006593696416,0.008909817348997552,0.013576864531805866,0.016122526631519408,0.018668188731232636,0.0124454591541553,0.00848554033237847,0.009899797054441759,0.011172628104298372,0.006364155249283696,0.0036770674773641088,0.0025456620997135414,0.0019799594108884143,0.001555682394269334,0.0011314053776505673,0.00028285134441240634,0.00014142567220604615,0.002404236427507181,0.0048084728550146765,0.0005657026888254408,0.008768391676791191,0.005232749871633129,0.008061263315759704,0.010182648398854166,0.014849695581662482,0.019375317092264435,0.013718290204012227,0.008344114660172111,0.004101344493982875,0.004101344493983189,0.011031202432092012,0.003959918821776829,0.0007071283610314868,0.0048084728550146765,0.002121385083094775,0.0009899797054442072,0.00608130390487129,0.00636415524928401,0.00608130390487129,0.0073541349547282175,0.004525621510601956,0.0007071283610316438,0.0005657026888252837,0.0025456620997136984,0.0018385337386818974,0.0011314053776504103,0.005374175543839803,
20,0.002262810755300978,0.004949898527220879,0.00254566209971362,0.005515601216046084,0.006788432265902855,0.007354134954728139,0.00042427701661892355,0.0016971080664756942,0.007212709282521779,0.014142567220630994,0.011738330793123735,0.0011314053776504888,0.0005657026888252837,0.004949898527220879,0.007071283610315419,0.0018385337386820544,0.0035356418051577486,1.5700924586837752e-16,0.004242770166189235,0.008344114660172267,0.006081303904871447,0.00042427701661892355,0.004242770166189235,0.009051243021203912,0.005232749871633443,0.0001414256722063602,0.008202688987966065,0.0009899797054442072,0.0022628107553011347,0.0025456620997135414,0.0035356418051577486,0.010889776759885965,0.008768391676791505,0.003818493149570469,0.0035356418051577486,0.0033942161329517024,0.004242770166189235,0.0016971080664756942,0.0073541349547282175,0.007071283610315497,0.005091324199427397,0.011738330793123499,0.014283992892837355,0.0124454591541553,0.010324074071060526,0.014849695581662796,0.01060692541547356,0.009192668693410271,0.003818493149570469,0.0026870877719202156,0.0007071283610314868,0.0018385337386820544,0.0,0.0005657026888251267,0.0014142567220629737,0.00042427701661876656,0.0014142567220629737,0.0011314053776505673,0.00042427701661876656,0.0005657026888251267,0.0007071283610314868,0.0014142567220629737,0.008344114660172425,0.01230403348194894,0.016971080664757568,0.007919837643553343,0.005515601216046163,0.007636986299140938,0.011738330793123813,0.010748351087679606,0.005515601216045849,0.007495560626934263,0.016829654992550895,0.020506722469915004,0.009758371382235084,0.008909817348997238,0.013294013187393146,0.01258688482636166,0.009758371382235398,0.0011314053776505673,0.009192668693410271,0.005374175543839803,0.00042427701661892355,0.0015556823942694908,0.0029699391163324645,0.0036770674773641088,0.0009899797054440502,0.004101344493983032,0.003959918821776672,0.0005657026888252837,0.0015556823942694908,
30,0.0012728310498567707,0.001979959410888336,0.004101344493983032,0.00989979705444168,0.004101344493982954,0.0018385337386819759,0.0025456620997135414,0.010889776759885809,0.008768391676791191,0.00622272957707765,0.004101344493982954,0.005091324199427161,0.004667047182808237,0.004949898527220879,0.0032527904607450283,0.0036770674773641088,0.0021213850830946175,0.0001414256722063602,0.005798452560458726,0.004667047182808316,0.0008485540332378471,0.0022628107553009777,0.004384195838395596,0.0035356418051577486,0.0032527904607451853,0.002404236427507181,0.0016971080664756942,0.00169710806647538,0.005939878232664929,0.013859715876218275,0.01018264839885448,0.004525621510601955,0.0035356418051577486,0.0011314053776505673,0.002404236427507495,0.0008485540332378471,0.007212709282522171,0.004525621510601642,0.00424277016618955,0.002969939116332308,0.0035356418051577486,0.0036770674773637948,0.0005657026888251267,0.002121385083094461,0.0022628107553011347,0.006788432265902777,0.004667047182808316,0.0001414256722063602,0.004667047182808316,0.011738330793123813,0.014142567220630994,0.010041222726648119,0.004949898527220722,0.0048084728550143625,0.003818493149570155,0.0036770674773641088,0.0019799594108884143,0.0012728310498566137,0.003959918821776829,0.004525621510601642,0.0048084728550143625,0.010041222726647805,0.015698249614900642,0.015839675287106687,0.014849695581662482,0.008485540332378784,0.0005657026888254408,0.002969939116332308,0.0009899797054442072,0.0011314053776502533,0.0007071283610314868,0.0026870877719199016,0.0,0.004667047182808316,0.010606925415472932,0.009192668693409957,0.00608130390487129,0.0002828513444127204,0.00622272957707765,0.010465499743266885,0.01230403348194894,0.011031202432092168,0.013152587515186786,0.019658168436677,0.022910958897422343,0.01895104007564567,0.011455479448711094,0.00608130390487129,0.006647006593696416,0.004384195838395596,0.0009899797054440502,
40,0.0069298579381091375,0.0008485540332378471,0.0036770674773641088,0.0018385337386820544,0.00608130390487129,0.007071283610315497,0.0008485540332378471,0.002262810755300978,0.010324074071060604,0.012162607809742657,0.00749556062693442,0.0035356418051577486,0.007071283610315575,0.0009899797054442072,0.007636986299140781,0.007919837643553343,0.0072127092825217,0.0077784119713469844,0.0056570268882523665,0.010748351087679606,0.013294013187393146,0.009758371382235398,0.0029699391163324645,0.0069298579381091375,0.00622272957707765,0.008768391676791191,0.016688229320344534,0.01272831049856802,0.010041222726647805,0.009192668693409957,0.014001141548424634,0.015273972598281562,0.007919837643553343,0.0019799594108884143,0.0035356418051577486,0.007636986299140624,0.0031113647885389817,0.0009899797054442072,0.0022628107553008207,0.003818493149570469,0.0022628107553008207,0.0016971080664756942,0.0018385337386820544,0.004242770166189235,0.0001414256722063602,0.0028285134441262618,0.010324074071060839,0.012445459154155614,0.0028285134441262618,0.0007071283610314868,0.0009899797054442072,0.004384195838395596,0.004101344493982875,0.0005657026888254408,0.0011314053776505673,0.0012728310498569277,0.002121385083094775,0.0011314053776505673,0.00042427701661908055,0.0014142567220632877,0.0008485540332378471,0.0032527904607450283,0.0016971080664756942,0.0065055809214903705,0.001555682394269334,0.001555682394269334,0.0014142567220629737,0.0026870877719199016,0.003818493149570469,0.011314053776504733,0.011314053776504733,0.009192668693410271,0.0028285134441262618,0.0104654997432672,0.004949898527220722,0.0009899797054442072,0.0011314053776505673,0.0032527904607450283,0.00622272957707765,0.005091324199427397,0.0018385337386817402,0.0073541349547280605,0.0021213850830946175,0.0009899797054440502,0.0036770674773639518,0.006647006593696573,0.007071283610315497,0.0033942161329513884,0.0,0.004667047182808159,0.006788432265902933,
50,0.005798452560458569,0.006505580921490213,0.010606925415473246,0.004242770166189235,0.003111364788538825,0.00042427701661892355,0.0008485540332380041,0.0032527904607451853,0.009899797054441602,0.009616945710029117,0.00014142567220628167,0.0009899797054442072,0.008202688987966065,0.0012728310498569277,0.0056570268882523665,0.009192668693410271,0.010889776759885965,0.0065055809214903705,0.005232749871633443,0.003959918821776672,0.0005657026888252837,0.004101344493983032,0.0029699391163324645,0.005232749871633443,0.0036770674773641088,0.015556823942694281,0.016829654992550895,0.019092465747851717,0.019233891420058078,0.013152587515186786,0.016688229320344534,0.015273972598281562,0.017536783353582382,0.017536783353582695,0.013859715876218589,0.011738330793123813,0.01018264839885448,0.018243911714614185,0.01187975646532986,0.0036770674773641088,0.009192668693410271,0.01258688482636166,0.010889776759885965,0.007495560626934577,0.002969939116332622,0.0009899797054438932,0.002404236427507181,0.005798452560458883,0.0014142567220632877,0.0019799594108884143,0.0016971080664756942,0.0016971080664756942,0.002404236427507181,0.0028285134441262618,0.0016971080664756942,0.0016971080664756942,0.002404236427507181,0.0025456620997135414,0.0019799594108884143,0.0001414256722063602,0.0012728310498566137,0.0035356418051574346,0.0005657026888254408,0.0018385337386820544,0.0014142567220629737,0.0028285134441259473,0.0014142567220632877,0.0007071283610314868,0.0048084728550146765,0.002121385083094775,0.00608130390487129,0.00622272957707765,0.0016971080664756942,0.0022628107553011347,0.005232749871633443,0.009334094365616632,0.012162607809742893,0.003959918821776515,0.002404236427507181,0.00042427701661908055,0.0033942161329513884,0.010889776759885809,0.015981100959313047,0.009051243021203755,0.0012728310498567707,0.0009899797054442072,0.004808472855014519,0.004525621510601956,0.0001414256722063602,0.0019799594108882573,0.0007071283610314868,
60,0.0016971080664756942,0.007778411971347141,0.008061263315759704,0.0056570268882523665,0.004667047182808316,0.008344114660172267,0.006647006593696573,0.0008485540332378471,0.0005657026888252837,0.0032527904607451853,0.003111364788538668,0.011031202432092168,0.006647006593696573,0.003959918821776672,0.005374175543839803,0.0018385337386820544,0.005798452560458726,0.0035356418051575916,0.0012728310498567707,0.0005657026888252837,0.0008485540332378471,0.005232749871633443,0.01131405377650489,0.006647006593696573,0.0077784119713469844,0.004525621510601955,0.005374175543839803,0.006929857938108823,0.003111364788538668,0.001555682394269334,0.002404236427507495,0.0031113647885389817,0.0011314053776502533,0.006647006593696416,0.0033942161329513884,0.008344114660172111,0.002121385083094775,0.0014142567220629737,0.0002828513444127204,0.0002828513444127204,0.0014142567220632877,0.0012728310498566137,0.0048084728550143625,0.0005657026888251267,0.001555682394269334,0.002969939116332308,0.0011314053776502533,0.004667047182808316,0.004667047182808002,0.0069298579381091375,0.0036770674773641088,0.003111364788538668,0.0025456620997135414,0.002121385083094775,0.0008485540332378471,0.0,0.0022628107553011347,0.0007071283610314868,0.0,0.00042427701661908055,0.005939878232665244,0.0056570268882525235,0.009334094365616318,0.011879756465330174,0.011879756465330174,0.008202688987966065,0.0008485540332378471,0.0028285134441259473,0.0008485540332378471,0.00028285134441240634,0.007071283610315497,0.008909817348997552,0.011738330793123813,0.007495560626934263,0.007919837643553343,0.01796106037020115,0.021072425158740443,0.017253932009169977,0.011031202432092012,0.009192668693409957,0.008909817348997552,0.008061263315759704,0.007919837643553343,0.004667047182808159,0.010748351087679606,0.014566844237249918,0.012162607809742737,0.0009899797054442072,0.0001414256722063602,0.0056570268882525235,0.007636986299140781,
70,0.0022628107553009777,0.0032527904607451853,0.0005657026888252837,0.0002828513444127204,0.0019799594108884143,0.005515601216046163,0.007636986299140624,0.003111364788538825,0.010182648398854322,0.01258688482636166,0.014708269909456277,0.013859715876218431,0.009051243021203755,0.00622272957707765,0.00749556062693442,0.003818493149570312,0.007919837643553343,0.0056570268882523665,0.0029699391163324645,0.0069298579381092944,0.0029699391163324645,0.0014142567220631309,0.011596905120917454,0.016688229320344534,0.013435438859599507,0.008909817348997552,0.013718290204011914,0.016405377975931817,0.015556823942694281,0.010041222726648119,0.008626966004585145,0.00862696600458483,0.009758371382235398,0.0065055809214900565,0.00608130390487129,0.010748351087679606,0.0124454591541553,0.012021182137536533,0.011314053776504733,0.0077784119713472984,0.011738330793123813,0.010748351087679292,0.014001141548424634,0.010182648398854166,0.008485540332378784,0.01187975646532986,0.011596905120917139,0.011314053776505047,0.004667047182808316,0.004384195838395596,0.00438419583839591,0.002969939116332308,0.0018385337386820544,0.0009899797054442072,0.0014142567220632877,0.0,0.0019799594108884143,0.002121385083094775,0.001555682394269648,0.0005657026888251267,0.002121385083094461,0.0016971080664756942,0.0014142567220629737,0.0001414256722063602,0.004949898527220722,0.013011161842980425,0.009899797054441759,0.009192668693409957,0.010324074071060526,0.012869736170774066,0.011314053776505047,0.010324074071060526,0.007919837643553657,0.005798452560458883,0.009475520037822678,0.0124454591541553,0.009192668693410271,0.011596905120917453,0.015839675287106687,0.016546803648138174,0.014425418565043714,0.008909817348997866,0.013011161842980583,0.020930999486533926,0.02192097919197798,0.01612252663151925,0.013294013187393146,0.010748351087679606,0.008768391676791347,0.004384195838395596,0.0036770674773641088,
80,0.0032527904607450283,0.003959918821776672,0.006364155249283853,0.015415398270487764,0.0124454591541553,0.009334094365616318,0.0065055809214903705,0.005798452560458726,0.0073541349547282175,0.004808472855014519,0.005798452560458726,0.0033942161329515454,0.011455479448711094,0.01216260780974258,0.0073541349547280605,0.007212709282521857,0.014849695581662638,0.013435438859599507,0.005374175543839803,0.0016971080664756942,0.0011314053776505673,0.0009899797054442072,0.005798452560458726,0.010182648398854322,0.013011161842980741,0.005374175543839803,0.0002828513444127204,0.0035356418051577486,0.0048084728550143625,0.0018385337386817402,0.002969939116332308,0.008061263315759704,0.007071283610315183,0.0065055809214903705,0.013294013187393146,0.016122526631519096,0.011879756465330174,0.017112506336963616,0.01569824961490033,0.02177955351977193,0.022910958897422187,0.023618087258453987,0.023476661586247314,0.026446600702579932,0.030406519524356763,0.03365930998510179,0.02093099948653377,0.011172628104298686,0.009758371382235398,0.01018264839885448,0.008061263315759704,0.0022628107553008207,0.002404236427507181,0.0033942161329513884,0.005515601216045849,0.0028285134441259473,0.0007071283610318009,0.0011314053776505673,0.0028285134441262618,0.004242770166189235,0.0001414256722063602,0.0022628107553011347,0.0033942161329513884,0.0001414256722063602,0.0033942161329513884,0.0008485540332375331,0.0032527904607453422,0.0018385337386820544,0.0011314053776505673,0.002121385083094775,0.0002828513444127204,0.003111364788538668,0.0033942161329517024,0.0022628107553011347,0.0007071283610314868,0.002404236427507495,0.00042427701661876656,0.0008485540332378471,0.0031113647885389817,0.009758371382235398,0.012869736170774066,0.010889776759885651,0.00636415524928401,0.0025456620997135414,0.0065055809214903705,0.0014142567220631309,0.0026870877719199016,0.0036770674773641088,0.0052327498716336,0.0069298579381092944,0.0056570268882523665,
90,0.008485540332378628,0.009475520037822678,0.016688229320344694,0.015132546926075201,0.010324074071060526,0.010889776759885809,0.006788432265902777,0.009616945710029039,0.012869736170774066,0.008344114660172267,0.011596905120917296,0.016405377975931973,0.015839675287106687,0.013859715876218275,0.008344114660172425,0.00622272957707765,0.012021182137536376,0.013294013187393146,0.011455479448711094,0.0022628107553009777,0.0026870877719199016,0.003111364788538825,0.008909817348997552,0.0033942161329513884,0.0016971080664756942,0.0031113647885389817,0.0028285134441262618,0.0019799594108884143,0.0022628107553008207,0.0009899797054442072,0.0001414256722063602,0.0016971080664756942,0.0032527904607453422,0.002121385083094775,0.0018385337386817402,0.0028285134441262618,0.004101344493983189,0.005798452560458569,0.0033942161329513884,0.0011314053776505673,0.006364155249283696,0.0007071283610314868,0.0012728310498569277,0.0033942161329513884,0.0012728310498569277,0.00042427701661908055,0.007212709282521857,0.009051243021203912,0.0069298579381091375,0.003818493149570469,0.0016971080664756942,0.0032527904607450283,0.0032527904607450283,0.0009899797054445214,0.0005657026888254408,0.00042427701661876656,0.0014142567220629737,0.004949898527220722,0.004525621510601955,0.003818493149570155,0.00848554033237847,0.01258688482636166,0.014425418565043714,0.014283992892837355,0.01810248604240751,0.016971080664757256,0.011879756465330174,0.013435438859599507,0.01810248604240751,0.01569824961490033,0.013435438859599507,0.008626966004585145,0.004242770166189235,0.010606925415473246,0.010748351087679292,0.007919837643553343,0.00664700659369673,0.0104654997432672,0.011738330793123813,0.009334094365616318,0.003818493149570469,0.0032527904607451853,0.0012728310498567707,0.014283992892837355,0.011738330793123813,0.008768391676791191,0.0026870877719199016,0.012728310498567862,0.012869736170774224,0.008909817348997552,0.0024042364275073383,
